geoid,name,total,white_alone,black_alone,american_indian_and_alaska_native,asian_alone,native_hawaiian_and_pacific_islander,other_alone,two_or_more_races,latino_alone,county,state,tract,asian_all,other_all
01097006105,"Census Tract 61.05, Mobile County, Alabama",7628.0,5698.0,1717.0,0.0,33.0,0.0,0.0,63.0,117.0,097,01,006105,33.0,63.0
01097006405,"Census Tract 64.05, Mobile County, Alabama",8592.0,6137.0,2014.0,0.0,114.0,0.0,109.0,166.0,52.0,097,01,006405,114.0,275.0
01097001200,"Census Tract 12, Mobile County, Alabama",5992.0,1955.0,3797.0,41.0,10.0,0.0,0.0,21.0,168.0,097,01,001200,10.0,62.0
01097003301,"Census Tract 33.01, Mobile County, Alabama",2740.0,1613.0,857.0,0.0,135.0,0.0,7.0,8.0,120.0,097,01,003301,135.0,15.0
01097000702,"Census Tract 7.02, Mobile County, Alabama",2377.0,22.0,2268.0,0.0,0.0,0.0,0.0,87.0,0.0,097,01,000702,0.0,87.0
01097003800,"Census Tract 38, Mobile County, Alabama",1236.0,526.0,674.0,16.0,0.0,0.0,0.0,20.0,0.0,097,01,003800,0.0,36.0
01097003203,"Census Tract 32.03, Mobile County, Alabama",2946.0,1985.0,778.0,0.0,41.0,0.0,0.0,38.0,104.0,097,01,003203,41.0,38.0
01097005800,"Census Tract 58, Mobile County, Alabama",4045.0,1557.0,1333.0,922.0,38.0,0.0,0.0,165.0,30.0,097,01,005800,38.0,1087.0
01097002400,"Census Tract 24, Mobile County, Alabama",3151.0,483.0,2553.0,11.0,25.0,0.0,0.0,0.0,79.0,097,01,002400,25.0,11.0
01097003710,"Census Tract 37.10, Mobile County, Alabama",4132.0,2441.0,1417.0,0.0,10.0,0.0,21.0,99.0,144.0,097,01,003710,10.0,120.0
01097003402,"Census Tract 34.02, Mobile County, Alabama",4488.0,836.0,3634.0,0.0,0.0,0.0,0.0,18.0,0.0,097,01,003402,0.0,18.0
01097004900,"Census Tract 49, Mobile County, Alabama",3522.0,38.0,3309.0,0.0,12.0,0.0,0.0,0.0,163.0,097,01,004900,12.0,0.0
01097006801,"Census Tract 68.01, Mobile County, Alabama",8543.0,6093.0,1485.0,23.0,588.0,16.0,110.0,44.0,184.0,097,01,006801,604.0,177.0
01097007101,"Census Tract 71.01, Mobile County, Alabama",4736.0,3732.0,772.0,0.0,136.0,0.0,0.0,51.0,45.0,097,01,007101,136.0,51.0
01127020700,"Census Tract 207, Walker County, Alabama",2915.0,2587.0,0.0,8.0,19.0,0.0,0.0,8.0,293.0,127,01,020700,19.0,16.0
01127021800,"Census Tract 218, Walker County, Alabama",3678.0,3290.0,247.0,0.0,0.0,0.0,0.0,30.0,111.0,127,01,021800,0.0,30.0
01073011301,"Census Tract 113.01, Jefferson County, Alabama",3189.0,2162.0,506.0,20.0,0.0,1.0,0.0,76.0,424.0,073,01,011301,1.0,96.0
01051030902,"Census Tract 309.02, Elmore County, Alabama",4203.0,2645.0,1068.0,0.0,11.0,0.0,0.0,65.0,414.0,051,01,030902,11.0,65.0
01073011904,"Census Tract 119.04, Jefferson County, Alabama",2298.0,68.0,2171.0,0.0,6.0,0.0,0.0,0.0,53.0,073,01,011904,6.0,0.0
01073012703,"Census Tract 127.03, Jefferson County, Alabama",6099.0,4730.0,485.0,0.0,309.0,0.0,0.0,0.0,575.0,073,01,012703,309.0,0.0
01073014410,"Census Tract 144.10, Jefferson County, Alabama",5337.0,3458.0,975.0,0.0,592.0,0.0,0.0,149.0,163.0,073,01,014410,592.0,149.0
01073012912,"Census Tract 129.12, Jefferson County, Alabama",4569.0,1247.0,2547.0,0.0,130.0,0.0,0.0,168.0,477.0,073,01,012912,130.0,168.0
01073014408,"Census Tract 144.08, Jefferson County, Alabama",3537.0,1434.0,1236.0,0.0,538.0,0.0,0.0,43.0,286.0,073,01,014408,538.0,43.0
01025957601,"Census Tract 9576.01, Clarke County, Alabama",1122.0,746.0,347.0,0.0,0.0,0.0,0.0,14.0,15.0,025,01,957601,0.0,14.0
01025958002,"Census Tract 9580.02, Clarke County, Alabama",1635.0,356.0,1279.0,0.0,0.0,0.0,0.0,0.0,0.0,025,01,958002,0.0,0.0
01025958001,"Census Tract 9580.01, Clarke County, Alabama",1219.0,786.0,430.0,3.0,0.0,0.0,0.0,0.0,0.0,025,01,958001,0.0,3.0
01025957602,"Census Tract 9576.02, Clarke County, Alabama",5217.0,2901.0,2156.0,8.0,102.0,22.0,0.0,0.0,28.0,025,01,957602,124.0,8.0
01115040402,"Census Tract 404.02, St. Clair County, Alabama",3810.0,3485.0,20.0,22.0,0.0,0.0,0.0,90.0,193.0,115,01,040402,0.0,112.0
01115040401,"Census Tract 404.01, St. Clair County, Alabama",5531.0,4487.0,719.0,15.0,8.0,0.0,0.0,194.0,108.0,115,01,040401,8.0,209.0
01115040205,"Census Tract 402.05, St. Clair County, Alabama",6082.0,5430.0,421.0,32.0,27.0,0.0,0.0,113.0,59.0,115,01,040205,27.0,145.0
01115040204,"Census Tract 402.04, St. Clair County, Alabama",7069.0,5894.0,910.0,0.0,196.0,11.0,0.0,0.0,58.0,115,01,040204,207.0,0.0
01115040106,"Census Tract 401.06, St. Clair County, Alabama",6745.0,5967.0,601.0,0.0,103.0,0.0,0.0,49.0,25.0,115,01,040106,103.0,49.0
01115040105,"Census Tract 401.05, St. Clair County, Alabama",4510.0,4031.0,150.0,7.0,6.0,0.0,0.0,14.0,302.0,115,01,040105,6.0,21.0
01127020100,"Census Tract 201, Walker County, Alabama",2954.0,1883.0,950.0,0.0,0.0,0.0,0.0,107.0,14.0,127,01,020100,0.0,107.0
01127020200,"Census Tract 202, Walker County, Alabama",4470.0,3787.0,368.0,0.0,15.0,0.0,0.0,63.0,237.0,127,01,020200,15.0,63.0
